horizon_hour,week,weekday,hour,demand
1098,7,3,18,23.265
1099,7,3,19,22.495
1100,7,3,20,22.3575
1101,7,3,21,24.0625
1102,7,3,22,23.5125
1103,7,3,23,21.2025
1104,7,4,0,18.59
1105,7,4,1,17.3525
1106,7,4,2,16.72
1107,7,4,3,16.0875
1108,7,4,4,15.785
1109,7,4,5,15.785
1110,7,4,6,16.5825
1111,7,4,7,18.19125
1112,7,4,8,20.83125
1113,7,4,9,22.33
1114,7,4,10,23.7875
1115,7,4,11,24.2
1116,7,4,12,24.7775
1117,7,4,13,24.02125
1118,7,4,14,23.7325
1119,7,4,15,23.1825
1120,7,4,16,22.551375
1121,7,4,17,21.4775
1122,7,4,18,22.3025
1123,7,4,19,21.56
1124,7,4,20,21.725
1125,7,4,21,22.7975
1126,7,4,22,22.495
1127,7,4,23,20.7075
1128,7,5,0,19.1125
1129,7,5,1,17.2425
1130,7,5,2,15.895
1131,7,5,3,15.18
1132,7,5,4,14.85
1133,7,5,5,14.905
1134,7,5,6,14.69875
1135,7,5,7,14.8225
1136,7,5,8,16.3075
1137,7,5,9,18.2875
1138,7,5,10,20.2125
1139,7,5,11,20.77625
1140,7,5,12,21.56
1141,7,5,13,21.79375
1142,7,5,14,21.285
1143,7,5,15,22.0
1144,7,5,16,21.45
1145,7,5,17,20.47375
1146,7,5,18,19.8275
1147,7,5,19,19.47
1148,7,5,20,20.1575
1149,7,5,21,22.1375
1150,7,5,22,21.5875
1151,7,5,23,20.02
1152,7,6,0,17.16
1153,7,6,1,15.5925
1154,7,6,2,14.685
1155,7,6,3,14.245
1156,7,6,4,14.025
1157,7,6,5,13.695
1158,7,6,6,13.43375
1159,7,6,7,13.35125
1160,7,6,8,14.245
1161,7,6,9,15.71625
1162,7,6,10,16.98125
1163,7,6,11,18.205
1164,7,6,12,19.305
1165,7,6,13,19.9925
1166,7,6,14,19.59375
1167,7,6,15,19.47
1168,7,6,16,19.14
1169,7,6,17,19.23625
1170,7,6,18,19.9925
1171,7,6,19,20.1025
1172,7,6,20,20.7625
1173,7,6,21,22.715
1174,7,6,22,22.1375
1175,7,6,23,20.185
1176,8,0,0,18.5075
1177,8,0,1,16.39
1178,8,0,2,15.62
1179,8,0,3,15.4275
1180,8,0,4,15.3725
1181,8,0,5,15.4275
1182,8,0,6,15.565
1183,8,0,7,17.545
1184,8,0,8,19.6075
1185,8,0,9,22.2475
1186,8,0,10,23.6225
1187,8,0,11,24.5575
1188,8,0,12,24.8325
1189,8,0,13,25.19
1190,8,0,14,24.64
1191,8,0,15,24.76375
1192,8,0,16,24.3925
1193,8,0,17,24.2275
1194,8,0,18,23.265
1195,8,0,19,23.045
1196,8,0,20,23.1825
1197,8,0,21,24.7225
1198,8,0,22,23.8975
1199,8,0,23,22.0825
1200,8,1,0,19.8825
1201,8,1,1,18.2325
1202,8,1,2,16.83
1203,8,1,3,16.3075
1204,8,1,4,16.115
1205,8,1,5,16.17
1206,8,1,6,17.3525
1207,8,1,7,18.54875
1208,8,1,8,21.13375
1209,8,1,9,22.92125
1210,8,1,10,24.37875
1211,8,1,11,24.915
1212,8,1,12,25.12125
1213,8,1,13,24.365
1214,8,1,14,23.925
1215,8,1,15,23.58125
1216,8,1,16,22.66
1217,8,1,17,22.5225
1218,8,1,18,22.2475
1219,8,1,19,22.275
1220,8,1,20,23.5675
1221,8,1,21,25.1625
1222,8,1,22,23.9525
1223,8,1,23,21.95875
1224,8,2,0,19.415
1225,8,2,1,17.4075
1226,8,2,2,16.4725
1227,8,2,3,16.10125
1228,8,2,4,14.7675
1229,8,2,5,15.7025
1230,8,2,6,16.445
1231,8,2,7,18.095
1232,8,2,8,20.1575
1233,8,2,9,22.22
1234,8,2,10,23.74625
1235,8,2,11,23.69125
1236,8,2,12,24.3375
1237,8,2,13,24.21375
1238,8,2,14,23.98
1239,8,2,15,23.925
1240,8,2,16,23.49875
1241,8,2,17,23.00375
1242,8,2,18,22.4125
1243,8,2,19,22.4675
1244,8,2,20,23.76
1245,8,2,21,24.255
1246,8,2,22,23.155
1247,8,2,23,21.06775
1248,8,3,0,18.88975
1249,8,3,1,17.4075
1250,8,3,2,15.84
1251,8,3,3,15.51
1252,8,3,4,15.51
1253,8,3,5,15.51
1254,8,3,6,16.0875
1255,8,3,7,18.37
1256,8,3,8,20.3775
1257,8,3,9,22.1925
1258,8,3,10,23.7875
1259,8,3,11,24.8325
1260,8,3,12,25.19
1261,8,3,13,24.9975
1262,8,3,14,24.6675
1263,8,3,15,24.145
1264,8,3,16,23.815
1265,8,3,17,23.4025
1266,8,3,18,23.485
1267,8,3,19,22.77
1268,8,3,20,24.5575
1269,8,3,21,25.575
1270,8,3,22,24.1725
1271,8,3,23,21.8625
1272,8,4,0,19.42875
1273,8,4,1,17.71
1274,8,4,2,16.39
1275,8,4,3,15.60625
1276,8,4,4,14.83625
1277,8,4,5,15.235
1278,8,4,6,16.665
1279,8,4,7,18.32875
1280,8,4,8,20.1575
1281,8,4,9,22.44
1282,8,4,10,23.71875
1283,8,4,11,24.145
1284,8,4,12,24.695
1285,8,4,13,24.75
1286,8,4,14,23.87
1287,8,4,15,23.595
1288,8,4,16,22.4675
1289,8,4,17,21.945
1290,8,4,18,21.6975
1291,8,4,19,22.34375
1292,8,4,20,23.4575
1293,8,4,21,24.64
1294,8,4,22,23.3475
1295,8,4,23,21.54625
1296,8,5,0,19.305
1297,8,5,1,17.58625
1298,8,5,2,16.3075
1299,8,5,3,15.4
1300,8,5,4,15.08375
1301,8,5,5,15.015
1302,8,5,6,15.3725
1303,8,5,7,15.5925
1304,8,5,8,17.05
1305,8,5,9,18.8375
1306,8,5,10,20.03375
1307,8,5,11,20.96875
1308,8,5,12,21.57375
1309,8,5,13,21.9175
1310,8,5,14,21.5325
1311,8,5,15,21.395
1312,8,5,16,20.5425
1313,8,5,17,21.2575
1314,8,5,18,20.24
1315,8,5,19,20.77625
1316,8,5,20,22.275
1317,8,5,21,23.21
1318,8,5,22,22.4675
1319,8,5,23,20.69375
1320,8,6,0,17.93
1321,8,6,1,16.40375
1322,8,6,2,15.16625
1323,8,6,3,13.915
1324,8,6,4,13.29625
1325,8,6,5,13.43375
1326,8,6,6,13.5025
1327,8,6,7,13.2275
1328,8,6,8,13.75
1329,8,6,9,15.0975
1330,8,6,10,17.6275
1331,8,6,11,18.755
1332,8,6,12,20.185
1333,8,6,13,20.9275
1334,8,6,14,20.955
1335,8,6,15,20.4325
1336,8,6,16,20.3225
1337,8,6,17,19.56625
1338,8,6,18,20.47375
1339,8,6,19,21.32625
1340,8,6,20,23.0725
1341,8,6,21,24.09
1342,8,6,22,22.81125
1343,8,6,23,20.5425
1344,9,0,0,18.26
1345,9,0,1,16.5
1346,9,0,2,15.29
1347,9,0,3,15.18
1348,9,0,4,15.05625
1349,9,0,5,14.78125
1350,9,0,6,16.07375
1351,9,0,7,18.645
1352,9,0,8,20.515
1353,9,0,9,22.8525
1354,9,0,10,23.38875
1355,9,0,11,24.15875
1356,9,0,12,23.99375
1357,9,0,13,24.5575
1358,9,0,14,24.09
1359,9,0,15,23.7325
1360,9,0,16,23.5125
1361,9,0,17,22.77
1362,9,0,18,22.2475
1363,9,0,19,22.6325
1364,9,0,20,23.8975
1365,9,0,21,25.1625
1366,9,0,22,24.04875
1367,9,0,23,21.46375
1368,9,1,0,18.6175
1369,9,1,1,17.5175
1370,9,1,2,15.84
1371,9,1,3,15.73
1372,9,1,4,15.5375
1373,9,1,5,15.5925
1374,9,1,6,17.28375
1375,9,1,7,18.96125
1376,9,1,8,21.62875
1377,9,1,9,23.25125
1378,9,1,10,24.8325
1379,9,1,11,24.31
1380,9,1,12,24.6125
1381,9,1,13,24.805
1382,9,1,14,24.8875
1383,9,1,15,24.68125
1384,9,1,16,24.695
1385,9,1,17,24.035
1386,9,1,18,23.36125
1387,9,1,19,24.09
1388,9,1,20,24.92875
1389,9,1,21,25.2175
1390,9,1,22,24.42
1391,9,1,23,21.57375
1392,9,2,0,19.4975
1393,9,2,1,16.9125
1394,9,2,2,15.96375
1395,9,2,3,15.235
1396,9,2,4,15.08375
1397,9,2,5,14.9875
1398,9,2,6,17.435
1399,9,2,7,20.4875
1400,9,2,8,22.44
1401,9,2,9,23.27875
1402,9,2,10,24.6675
1403,9,2,11,24.5025
1404,9,2,12,24.54375
1405,9,2,13,25.1625
1406,9,2,14,24.2
1407,9,2,15,24.255
1408,9,2,16,23.4025
1409,9,2,17,22.3575
1410,9,2,18,22.165
1411,9,2,19,22.89375
1412,9,2,20,23.54
1413,9,2,21,24.6675
1414,9,2,22,23.36125
1415,9,2,23,21.175
1416,9,3,0,18.90625
1417,9,3,1,17.05
1418,9,3,2,16.115
1419,9,3,3,15.2075
1420,9,3,4,14.67125
1421,9,3,5,15.0975
1422,9,3,6,17.6275
1423,9,3,7,20.2675
1424,9,3,8,21.60125
1425,9,3,9,24.09
1426,9,3,10,24.4475
1427,9,3,11,24.8325
1428,9,3,12,24.84625
1429,9,3,13,24.53
1430,9,3,14,24.31
1431,9,3,15,23.69125
1432,9,3,16,23.44375
1433,9,3,17,23.27875
1434,9,3,18,22.77
1435,9,3,19,22.9625
1436,9,3,20,24.79125
1437,9,3,21,24.9425
1438,9,3,22,23.49875
1439,9,3,23,20.9
1440,9,4,0,18.865
1441,9,4,1,17.05
1442,9,4,2,16.005
1443,9,4,3,15.08375
1444,9,4,4,14.69875
1445,9,4,5,15.22125
1446,9,4,6,17.6825
1447,9,4,7,20.68
1448,9,4,8,21.9175
1449,9,4,9,23.76
1450,9,4,10,24.365
1451,9,4,11,24.7225
1452,9,4,12,24.7775
1453,9,4,13,24.3925
1454,9,4,14,23.76
1455,9,4,15,23.08625
1456,9,4,16,22.495
1457,9,4,17,22.31625
1458,9,4,18,21.2575
1459,9,4,19,21.395
1460,9,4,20,23.11375
1461,9,4,21,24.0075
1462,9,4,22,23.11375
1463,9,4,23,20.94125
1464,9,5,0,18.4525
1465,9,5,1,16.72
1466,9,5,2,15.4825
1467,9,5,3,14.67125
1468,9,5,4,13.98375
1469,9,5,5,14.31375
1470,9,5,6,14.63
1471,9,5,7,15.0425
1472,9,5,8,16.3075
1473,9,5,9,19.14
1474,9,5,10,20.24
1475,9,5,11,21.285
1476,9,5,12,22.86625
1477,9,5,13,22.825
1478,9,5,14,22.6325
1479,9,5,15,22.165
1480,9,5,16,21.835
1481,9,5,17,21.2575
1482,9,5,18,20.8175
1483,9,5,19,21.8625
1484,9,5,20,24.145
1485,9,5,21,24.75
1486,9,5,22,22.44
1487,9,5,23,20.625
1488,9,6,0,18.63125
1489,9,6,1,16.5
1490,9,6,2,15.24875
1491,9,6,3,14.50625
1492,9,6,4,14.19
1493,9,6,5,14.03875
1494,9,6,6,14.0525
1495,9,6,7,13.915
1496,9,6,8,15.015
1497,9,6,9,17.6275
1498,9,6,10,19.8825
1499,9,6,11,20.955
1500,9,6,12,22.0825
1501,9,6,13,23.6225
1502,9,6,14,22.715
1503,9,6,15,23.265
1504,9,6,16,23.1
1505,9,6,17,23.0725
1506,9,6,18,22.22
1507,9,6,19,22.275
1508,9,6,20,24.5575
1509,9,6,21,24.7775
1510,9,6,22,23.485
1511,9,6,23,20.405
1512,10,0,0,18.26
1513,10,0,1,16.21125
1514,10,0,2,15.44125
1515,10,0,3,15.05625
1516,10,0,4,15.0425
1517,10,0,5,15.74375
1518,10,0,6,19.6625
1519,10,0,7,22.0275
1520,10,0,8,23.1825
1521,10,0,9,24.53
1522,10,0,10,24.84625
1523,10,0,11,25.19
1524,10,0,12,25.41
1525,10,0,13,24.73625
1526,10,0,14,24.8875
1527,10,0,15,24.51625
1528,10,0,16,24.53
1529,10,0,17,23.14125
1530,10,0,18,23.21
1531,10,0,19,23.7875
1532,10,0,20,25.89125
1533,10,0,21,26.08375
1534,10,0,22,24.24125
1535,10,0,23,20.4325
1536,10,1,0,17.6
1537,10,1,1,16.3075
1538,10,1,2,15.8125
1539,10,1,3,15.5375
1540,10,1,4,15.3175
1541,10,1,5,15.46875
1542,10,1,6,20.83125
1543,10,1,7,23.36125
1544,10,1,8,24.6125
1545,10,1,9,25.575
1546,10,1,10,25.96
1547,10,1,11,25.86375
1548,10,1,12,26.0975
1549,10,1,13,25.06625
1550,10,1,14,24.84625
1551,10,1,15,23.96625
1552,10,1,16,23.55375
1553,10,1,17,23.93875
1554,10,1,18,23.1825
1555,10,1,19,24.0075
1556,10,1,20,26.455
1557,10,1,21,26.6475
1558,10,1,22,24.7225
1559,10,1,23,21.51875
1560,10,2,0,18.5075
1561,10,2,1,16.9675
1562,10,2,2,16.61
1563,10,2,3,16.12875
1564,10,2,4,15.675
1565,10,2,5,15.9775
1566,10,2,6,20.5975
1567,10,2,7,24.18625
1568,10,2,8,24.6675
1569,10,2,9,25.795
1570,10,2,10,26.4275
1571,10,2,11,27.3075
1572,10,2,12,26.6475
1573,10,2,13,25.53375
1574,10,2,14,25.2725
1575,10,2,15,24.97
1576,10,2,16,24.79125
1577,10,2,17,24.585
1578,10,2,18,24.6125
1579,10,2,19,24.7775
1580,10,2,20,26.66125
1581,10,2,21,26.9225
1582,10,2,22,24.5025
1583,10,2,23,21.2025
1584,10,3,0,17.93
1585,10,3,1,16.92625
1586,10,3,2,15.90875
1587,10,3,3,15.35875
1588,10,3,4,15.35875
1589,10,3,5,15.565
1590,10,3,6,20.4875
1591,10,3,7,22.9075
1592,10,3,8,24.35125
1593,10,3,9,25.3825
1594,10,3,10,25.67125
1595,10,3,11,25.85
1596,10,3,12,26.0425
1597,10,3,13,25.8225
1598,10,3,14,25.3275
1599,10,3,15,25.2175
1600,10,3,16,24.9425
1601,10,3,17,24.6675
1602,10,3,18,24.2
1603,10,3,19,24.64
1604,10,3,20,27.005
1605,10,3,21,26.5925
1606,10,3,22,24.5025
1607,10,3,23,21.67
1608,10,4,0,18.865
1609,10,4,1,17.49
1610,10,4,2,16.70625
1611,10,4,3,16.115
1612,10,4,4,15.84
1613,10,4,5,16.115
1614,10,4,6,18.26
1615,10,4,7,22.7975
1616,10,4,8,24.145
1617,10,4,9,25.47875
1618,10,4,10,25.80875
1619,10,4,11,26.07
1620,10,4,12,26.11125
1621,10,4,13,25.905
1622,10,4,14,25.19
1623,10,4,15,24.9425
1624,10,4,16,24.37875
1625,10,4,17,24.035
1626,10,4,18,23.705
1627,10,4,19,23.6225
1628,10,4,20,25.41
1629,10,4,21,24.79125
1630,10,4,22,22.99
1631,10,4,23,21.12
1632,10,5,0,19.2225
1633,10,5,1,17.325
1634,10,5,2,16.1425
1635,10,5,3,15.35875
1636,10,5,4,14.96
1637,10,5,5,15.07
1638,10,5,6,15.41375
1639,10,5,7,15.73
1640,10,5,8,17.75125
1641,10,5,9,19.73125
1642,10,5,10,21.89
1643,10,5,11,23.96625
1644,10,5,12,24.21375
1645,10,5,13,23.80125
1646,10,5,14,23.6225
1647,10,5,15,22.6875
1648,10,5,16,22.11
1649,10,5,17,22.3025
1650,10,5,18,22.22
1651,10,5,19,23.27875
1652,10,5,20,25.3
1653,10,5,21,24.75
1654,10,5,22,22.3575
1655,10,5,23,20.185
1656,10,6,0,17.75125
1657,10,6,1,16.32125
1658,10,6,2,15.4825
1659,10,6,3,15.235
1660,10,6,4,14.7675
1661,10,6,5,13.97
1662,10,6,6,14.5475
1663,10,6,7,14.9325
1664,10,6,8,15.3175
1665,10,6,9,17.42125
1666,10,6,10,19.195
1667,10,6,11,21.175
1668,10,6,12,22.7975
1669,10,6,13,23.045
1670,10,6,14,23.1
1671,10,6,15,22.5775
1672,10,6,16,22.165
1673,10,6,17,22.4125
1674,10,6,18,22.275
1675,10,6,19,23.93875
1676,10,6,20,26.07
1677,10,6,21,25.7125
1678,10,6,22,23.5675
1679,10,6,23,20.68
1680,11,0,0,18.2875
1681,11,0,1,16.1975
1682,11,0,2,15.125
1683,11,0,3,14.8775
1684,11,0,4,15.235
1685,11,0,5,15.4
1686,11,0,6,21.4225
1687,11,0,7,23.76
1688,11,0,8,24.7225
1689,11,0,9,25.2175
1690,11,0,10,25.85
1691,11,0,11,26.015
1692,11,0,12,26.2075
1693,11,0,13,25.39625
1694,11,0,14,25.355
1695,11,0,15,24.7775
1696,11,0,16,24.475
1697,11,0,17,24.9975
1698,11,0,18,25.25875
1699,11,0,19,26.07
1700,11,0,20,27.335
1701,11,0,21,26.895
1702,11,0,22,24.585
1703,11,0,23,21.725
1704,11,1,0,19.085
1705,11,1,1,17.16
1706,11,1,2,16.17
1707,11,1,3,15.8675
1708,11,1,4,15.52375
1709,11,1,5,16.5
1710,11,1,6,21.73875
1711,11,1,7,25.355
1712,11,1,8,25.9325
1713,11,1,9,27.06
1714,11,1,10,27.4175
1715,11,1,11,26.9775
1716,11,1,12,26.62
1717,11,1,13,26.125
1718,11,1,14,25.465
1719,11,1,15,25.08
1720,11,1,16,24.6675
1721,11,1,17,24.8325
1722,11,1,18,24.5575
1723,11,1,19,25.3
1724,11,1,20,27.4175
1725,11,1,21,27.0325
1726,11,1,22,25.355
1727,11,1,23,22.055
1728,11,2,0,18.535
1729,11,2,1,16.72
1730,11,2,2,16.17
1731,11,2,3,15.84
1732,11,2,4,15.62
1733,11,2,5,16.6925
1734,11,2,6,21.89
1735,11,2,7,24.76375
1736,11,2,8,24.75
1737,11,2,9,25.45125
1738,11,2,10,26.29
1739,11,2,11,26.73
1740,11,2,12,27.0325
1741,11,2,13,26.6475
1742,11,2,14,26.125
1743,11,2,15,25.4925
1744,11,2,16,25.3275
1745,11,2,17,22.8525
1746,11,2,18,25.1625
1747,11,2,19,26.07
1748,11,2,20,27.39
1749,11,2,21,27.5825
1750,11,2,22,24.7225
1751,11,2,23,22.15125
1752,11,3,0,19.14
1753,11,3,1,17.53125
1754,11,3,2,16.51375
1755,11,3,3,16.005
1756,11,3,4,15.785
1757,11,3,5,16.12875
1758,11,3,6,21.3675
1759,11,3,7,23.1275
1760,11,3,8,25.025
1761,11,3,9,26.00125
1762,11,3,10,26.3175
1763,11,3,11,28.0775
1764,11,3,12,28.05
1765,11,3,13,27.9125
1766,11,3,14,27.0875
1767,11,3,15,26.51
1768,11,3,16,26.24875
1769,11,3,17,26.29
1770,11,3,18,25.74
1771,11,3,19,26.13875
1772,11,3,20,28.0225
1773,11,3,21,26.4825
1774,11,3,22,25.2175
1775,11,3,23,21.5325
1776,11,4,0,19.2225
1777,11,4,1,17.7375
1778,11,4,2,16.6925
1779,11,4,3,16.005
1780,11,4,4,15.77125
1781,11,4,5,16.32125
1782,11,4,6,20.39125
1783,11,4,7,23.1275
1784,11,4,8,25.025
1785,11,4,9,24.86
1786,11,4,10,26.3175
1787,11,4,11,25.86375
1788,11,4,12,25.58875
1789,11,4,13,24.8875
1790,11,4,14,24.5575
1791,11,4,15,24.1175
1792,11,4,16,23.595
1793,11,4,17,23.3475
1794,11,4,18,23.8975
1795,11,4,19,25.1075
1796,11,4,20,26.57875
1797,11,4,21,26.62
1798,11,4,22,24.73625
1799,11,4,23,21.5875
1800,11,5,0,19.0575
1801,11,5,1,17.50375
1802,11,5,2,16.04625
1803,11,5,3,15.33125
1804,11,5,4,14.9325
1805,11,5,5,15.29
1806,11,5,6,15.675
1807,11,5,7,16.07375
1808,11,5,8,17.82
1809,11,5,9,21.62875
1810,11,5,10,23.485
1811,11,5,11,25.12125
1812,11,5,12,25.09375
1813,11,5,13,24.365
1814,11,5,14,23.65
1815,11,5,15,23.155
1816,11,5,16,23.80125
1817,11,5,17,23.21
1818,11,5,18,22.8525
1819,11,5,19,24.53
1820,11,5,20,26.2625
1821,11,5,21,26.125
1822,11,5,22,24.31
1823,11,5,23,20.9825
1824,11,6,0,18.7
1825,11,6,1,17.0225
1826,11,6,2,15.8125
1827,11,6,3,15.0975
1828,11,6,4,15.125
1829,11,6,5,15.2625
1830,11,6,6,16.06
1831,11,6,7,16.72
1832,11,6,8,18.5075
1833,11,6,9,21.2025
1834,11,6,10,22.5775
1835,11,6,11,23.0175
1836,11,6,12,23.54
1837,11,6,13,24.09
1838,11,6,14,24.09
1839,11,6,15,22.4675
1840,11,6,16,21.78
1841,11,6,17,21.5875
1842,11,6,18,21.5325
1843,11,6,19,22.935
1844,11,6,20,25.74
1845,11,6,21,26.1525
1846,11,6,22,24.0075
1847,11,6,23,21.175
1848,12,0,0,18.68625
1849,12,0,1,17.0225
1850,12,0,2,16.005
1851,12,0,3,15.66125
1852,12,0,4,15.68875
1853,12,0,5,16.17
1854,12,0,6,19.1125
1855,12,0,7,24.3925
1856,12,0,8,25.47875
1857,12,0,9,26.82625
1858,12,0,10,27.0875
1859,12,0,11,26.5925
1860,12,0,12,21.56
1861,12,0,13,24.1175
1862,12,0,14,23.4575
1863,12,0,15,23.0175
1864,12,0,16,22.88
1865,12,0,17,22.605
1866,12,0,18,22.70125
1867,12,0,19,23.595
1868,12,0,20,27.005
1869,12,0,21,26.84
1870,12,0,22,24.64
1871,12,0,23,21.78
1872,12,1,0,18.54875
1873,12,1,1,17.22875
1874,12,1,2,16.7475
1875,12,1,3,16.0875
1876,12,1,4,15.895
1877,12,1,5,16.3625
1878,12,1,6,20.9825
1879,12,1,7,24.8325
1880,12,1,8,25.85
1881,12,1,9,26.785
1882,12,1,10,26.8125
1883,12,1,11,26.9225
1884,12,1,12,26.455
1885,12,1,13,26.29
1886,12,1,14,26.125
1887,12,1,15,24.86
1888,12,1,16,25.025
1889,12,1,17,24.2825
1890,12,1,18,24.035
1891,12,1,19,24.65375
1892,12,1,20,26.565
1893,12,1,21,26.785
1894,12,1,22,24.70875
1895,12,1,23,21.29875
1896,12,2,0,18.93375
1897,12,2,1,17.31125
1898,12,2,2,16.555
1899,12,2,3,16.21125
1900,12,2,4,15.95
1901,12,2,5,16.56875
1902,12,2,6,22.2475
1903,12,2,7,24.75
1904,12,2,8,25.74
1905,12,2,9,26.5925
1906,12,2,10,26.51
1907,12,2,11,25.9875
1908,12,2,12,26.1525
1909,12,2,13,25.905
1910,12,2,14,25.245
1911,12,2,15,24.7225
1912,12,2,16,24.0625
1913,12,2,17,24.13125
1914,12,2,18,24.24125
1915,12,2,19,25.6025
1916,12,2,20,28.16
1917,12,2,21,27.18375
1918,12,2,22,24.65375
1919,12,2,23,21.8625
1920,12,3,0,19.6625
1921,12,3,1,17.7375
1922,12,3,2,17.2425
1923,12,3,3,15.74375
1924,12,3,4,15.51
1925,12,3,5,16.78875
1926,12,3,6,21.9175
1927,12,3,7,23.925
1928,12,3,8,24.53
1929,12,3,9,26.0975
1930,12,3,10,24.64
1931,12,3,11,24.5575
1932,12,3,12,24.7775
1933,12,3,13,24.5025
1934,12,3,14,24.42
1935,12,3,15,23.76
1936,12,3,16,24.035
1937,12,3,17,24.145
1938,12,3,18,24.255
1939,12,3,19,25.6575
1940,12,3,20,27.4725
1941,12,3,21,26.5375
1942,12,3,22,24.7775
1943,12,3,23,21.5875
1944,12,4,0,19.47
1945,12,4,1,17.6275
1946,12,4,2,16.555
1947,12,4,3,15.71625
1948,12,4,4,15.62
1949,12,4,5,15.9775
1950,12,4,6,19.2775
1951,12,4,7,23.4575
1952,12,4,8,24.035
1953,12,4,9,25.08
1954,12,4,10,24.9975
1955,12,4,11,25.1625
1956,12,4,12,25.5475
1957,12,4,13,25.63
1958,12,4,14,24.8875
1959,12,4,15,24.5575
1960,12,4,16,24.255
1961,12,4,17,23.595
1962,12,4,18,23.7875
1963,12,4,19,25.575
1964,12,4,20,26.51
1965,12,4,21,25.96
1966,12,4,22,23.69125
1967,12,4,23,21.78
1968,12,5,0,19.64875
1969,12,5,1,17.875
1970,12,5,2,16.5
1971,12,5,3,16.0875
1972,12,5,4,15.55125
1973,12,5,5,15.66125
1974,12,5,6,15.18
1975,12,5,7,16.005
1976,12,5,8,18.5625
1977,12,5,9,20.845
1978,12,5,10,22.3025
1979,12,5,11,23.0725
1980,12,5,12,23.2925
1981,12,5,13,23.32
1982,12,5,14,22.605
1983,12,5,15,22.4675
1984,12,5,16,21.3675
1985,12,5,17,21.395
1986,12,5,18,22.09625
1987,12,5,19,24.64
1988,12,5,20,25.7675
1989,12,5,21,24.9975
1990,12,5,22,23.55375
1991,12,5,23,21.6425
1992,12,6,0,18.7
1993,12,6,1,16.54125
1994,12,6,2,15.4825
1995,12,6,3,15.02875
1996,12,6,4,15.07
1997,12,6,5,15.7575
1998,12,6,6,17.2425
1999,12,6,7,18.1225
2000,12,6,8,20.24
2001,12,6,9,22.1375
2002,12,6,10,23.76
2003,12,6,11,23.21
2004,12,6,12,25.905
2005,12,6,13,25.575
2006,12,6,14,24.8875
2007,12,6,15,24.3375
2008,12,6,16,24.0625
2009,12,6,17,24.2825
2010,12,6,18,24.75
2011,12,6,19,25.905
2012,12,6,20,25.8775
2013,12,6,21,24.9975
2014,12,6,22,22.70125
2015,12,6,23,20.13
2016,13,0,0,18.315
2017,13,0,1,16.7475
2018,13,0,2,15.2075
2019,13,0,3,15.015
2020,13,0,4,14.795
2021,13,0,5,14.2725
2022,13,0,6,17.82
2023,13,0,7,21.7525
2024,13,0,8,23.2925
2025,13,0,9,23.925
2026,13,0,10,24.4475
2027,13,0,11,24.53
2028,13,0,12,25.575
2029,13,0,13,25.85
2030,13,0,14,24.65375
2031,13,0,15,24.3925
2032,13,0,16,24.3375
2033,13,0,17,23.88375
2034,13,0,18,24.5575
2035,13,0,19,25.905
2036,13,0,20,27.28
2037,13,0,21,26.565
2038,13,0,22,24.2275
2039,13,0,23,21.12
2040,13,1,0,18.5625
2041,13,1,1,17.0775
2042,13,1,2,15.4825
2043,13,1,3,15.3175
2044,13,1,4,15.29
2045,13,1,5,16.5275
2046,13,1,6,20.79
2047,13,1,7,24.21375
2048,13,1,8,25.39625
2049,13,1,9,26.95
2050,13,1,10,28.0775
2051,13,1,11,28.5175
2052,13,1,12,28.7375
2053,13,1,13,27.665
2054,13,1,14,27.1975
2055,13,1,15,26.73
2056,13,1,16,25.63
2057,13,1,17,26.4
2058,13,1,18,25.6575
2059,13,1,19,28.0225
2060,13,1,20,29.5075
2061,13,1,21,28.5725
2062,13,1,22,25.23125
2063,13,1,23,21.2025
2064,13,2,0,18.7
2065,13,2,1,17.27
2066,13,2,2,16.72
2067,13,2,3,16.17
2068,13,2,4,15.1525
2069,13,2,5,15.895
2070,13,2,6,21.79375
2071,13,2,7,24.8875
2072,13,2,8,26.18
2073,13,2,9,27.8575
2074,13,2,10,26.8125
2075,13,2,11,27.5
2076,13,2,12,27.1975
2077,13,2,13,26.51
2078,13,2,14,26.0425
2079,13,2,15,24.98375
2080,13,2,16,25.08
2081,13,2,17,25.575
2082,13,2,18,25.74
2083,13,2,19,28.9025
2084,13,2,20,29.26
2085,13,2,21,27.5825
2086,13,2,22,25.2175
2087,13,2,23,21.6975
2088,13,3,0,19.47
2089,13,3,1,17.4075
2090,13,3,2,16.6925
2091,13,3,3,16.335
2092,13,3,4,16.5
2093,13,3,5,16.72
2094,13,3,6,20.44625
2095,13,3,7,26.235
2096,13,3,8,27.555
2097,13,3,9,28.49
2098,13,3,10,28.545
2099,13,3,11,28.05
2100,13,3,12,28.435
2101,13,3,13,27.4175
2102,13,3,14,26.895
2103,13,3,15,26.345
2104,13,3,16,25.795
2105,13,3,17,22.4125
2106,13,3,18,22.42625
2107,13,3,19,24.6675
2108,13,3,20,27.0875
2109,13,3,21,27.06
2110,13,3,22,25.2725
2111,13,3,23,22.0275
2112,13,4,0,19.3875
2113,13,4,1,17.4625
2114,13,4,2,16.4725
2115,13,4,3,15.7575
2116,13,4,4,15.73
2117,13,4,5,15.8125
2118,13,4,6,20.2125
2119,13,4,7,24.86
2120,13,4,8,26.73
2121,13,4,9,28.0225
2122,13,4,10,28.325
2123,13,4,11,27.4725
2124,13,4,12,28.2425
