horizon_hour,week,weekday,hour,wind_ab_mw,wind_ka_mw
2078,13,2,14,3.5,2.73614
2079,13,2,15,3.5,2.338742
2080,13,2,16,3.5,2.136948
2081,13,2,17,3.5,2.134472
2082,13,2,18,3.5,1.982198
2083,13,2,19,3.5,2.143138
2084,13,2,20,3.5,1.973532
2085,13,2,21,3.5,1.681364
2086,13,2,22,3.5,2.202562
2087,13,2,23,3.5,2.461304
2088,13,3,0,3.5,2.050288
2089,13,3,1,3.5,1.932678
2090,13,3,2,3.5,1.75812
2091,13,3,3,3.5,1.1901
2092,13,3,4,3.5,1.125
2093,13,3,5,3.5,1.14915
2094,13,3,6,3.5,1.24575
2095,13,3,7,3.5,1.30875
2096,13,3,8,3.5,1.74574
2097,13,3,9,3.5,2.026766
2098,13,3,10,3.5,2.598722
2099,13,3,11,3.5,2.69281
2100,13,3,12,3.5,2.82899
2101,13,3,13,3.5,2.902032
2102,13,3,14,3.5,2.883462
2103,13,3,15,3.5,2.85994
2104,13,3,16,3.5,2.533108
2105,13,3,17,3.5,1.953724
2106,13,3,18,3.5,1.724694
2107,13,3,19,3.5,1.688792
2108,13,3,20,3.5,1.676412
2109,13,3,21,3.5,1.39485
2110,13,3,22,3.5,1.3749
2111,13,3,23,3.5,1.4463
2112,13,4,0,3.5,1.3182
2113,13,4,1,3.5,1.2636
2114,13,4,2,3.5,1.188
2115,13,4,3,3.5,0.96645
2116,13,4,4,3.5,0.86684
2117,13,4,5,3.5,0.686296
2118,13,4,6,3.5,0.689208
2119,13,4,7,3.5,0.863928
2120,13,4,8,3.5,1.37805
2121,13,4,9,3.5,1.902966
2122,13,4,10,3.5,2.285508
2123,13,4,11,3.5,2.273128
2124,13,4,12,3.5,2.294174
2125,13,4,13,3.5,2.367216
2126,13,4,14,3.5,2.31522
2127,13,4,15,3.5,2.000768
2128,13,4,16,3.5,1.66527
2129,13,4,17,3.5,1.22895
2130,13,4,18,3.5,0.909064
2131,13,4,19,3.5,0.715416
2132,13,4,20,3.5,0.657176
2133,13,4,21,3.5,0.58656
2134,13,4,22,3.5,0.627328
2135,13,4,23,3.5,0.612768
2136,13,5,0,3.5,0.636792
2137,13,5,1,3.5,0.75764
2138,13,5,2,3.5,0.834808
2139,13,5,3,3.5,0.724152
2140,13,5,4,3.5,0.729976
2141,13,5,5,3.5,0.663
2142,13,5,6,3.5,0.7176
2143,13,5,7,3.5,0.839904
2144,13,5,8,3.5,1.17015
2145,13,5,9,3.5,1.51671
2146,13,5,10,3.5,2.037908
2147,13,5,11,3.5,2.193896
2148,13,5,12,3.5,2.628434
2149,13,5,13,3.5,2.744806
2150,13,5,14,3.5,2.738616
2151,13,5,15,3.5,2.739854
2152,13,5,16,3.5,2.280556
2153,13,5,17,3.5,1.811354
2154,13,5,18,3.5,1.3497
2155,13,5,19,3.5,1.12605
2156,13,5,20,3.5,1.0914
2157,13,5,21,3.5,1.26675
2158,13,5,22,3.5,1.17435
2159,13,5,23,3.5,1.209
2160,13,6,0,3.5,1.0452
2161,13,6,1,3.5,1.2489
2162,13,6,2,3.5,1.468428
2163,13,6,3,3.5,1.14915
2164,13,6,4,3.5,1.3056
2165,13,6,5,3.5,1.42635
2166,13,6,6,3.5,1.635558
2167,13,6,7,3.5,1.27095
2168,13,6,8,3.5,1.712314
2169,13,6,9,3.5,2.087428
2170,13,6,10,3.5,2.453876
2171,13,6,11,3.5,2.763376
2172,13,6,12,3.5,2.944124
2173,13,6,13,3.5,2.98374
2174,13,6,14,3.5,2.936696
2175,13,6,15,3.5,2.795564
2176,13,6,16,3.5,2.521966
2177,13,6,17,3.5,2.097332
2178,13,6,18,3.5,1.763072
2179,13,6,19,3.5,1.501854
2180,13,6,20,3.5,1.28775
2181,13,6,21,3.5,1.26255
2182,13,6,22,3.5,1.19535
2183,13,6,23,3.5,1.209
2184,14,0,0,3.5,1.2636
2185,14,0,1,3.5,1.461
2186,14,0,2,3.5,1.61575
2187,14,0,3,3.5,1.42215
2188,14,0,4,3.5,1.630606
2189,14,0,5,3.5,1.794022
2190,14,0,6,3.5,1.848494
2191,14,0,7,3.5,1.982198
2192,14,0,8,3.5,2.518252
2193,14,0,9,3.5,3.040688
2194,14,0,10,3.5,3.37371
2195,14,0,11,3.5,3.5
2196,14,0,12,3.5,3.5
2197,14,0,13,3.5,3.5
2198,14,0,14,3.5,3.49751
2199,14,0,15,3.5,3.001072
2200,14,0,16,3.5,2.941648
2201,14,0,17,3.5,2.405594
2202,14,0,18,3.5,2.269414
2203,14,0,19,3.5,2.242178
2204,14,0,20,3.5,2.28427
2205,14,0,21,3.5,1.927726
2206,14,0,22,3.5,2.223608
2207,14,0,23,3.5,1.829924
2208,14,1,0,3.5,1.680126
2209,14,1,1,3.5,1.51671
2210,14,1,2,3.5,1.630606
2211,14,1,3,3.5,1.3539
2212,14,1,4,3.5,1.2804
2213,14,1,5,3.5,1.1208
2214,14,1,6,3.5,0.923624
2215,14,1,7,3.5,1.0326
2216,14,1,8,3.5,1.42845
2217,14,1,9,3.5,1.941344
2218,14,1,10,3.5,2.337504
2219,14,1,11,3.5,2.46378
2220,14,1,12,3.5,2.446448
2221,14,1,13,3.5,2.690334
2222,14,1,14,3.5,2.59377
2223,14,1,15,3.5,2.682906
2224,14,1,16,3.5,2.567772
2225,14,1,17,3.5,2.16047
2226,14,1,18,3.5,1.82002
2227,14,1,19,3.5,1.60337
2228,14,1,20,3.5,1.4568
2229,14,1,21,3.5,1.19115
2230,14,1,22,3.5,1.0179
2231,14,1,23,3.5,0.9948
2232,14,2,0,3.5,0.9633
2233,14,2,1,3.5,1.1628
2234,14,2,2,3.5,1.1985
2235,14,2,3,3.5,1.05045
2236,14,2,4,3.5,1.1901
2237,14,2,5,3.5,1.24575
2238,14,2,6,3.5,1.2867
2239,14,2,7,3.5,1.34655
2240,14,2,8,3.5,1.662794
2241,14,2,9,3.5,1.928964
2242,14,2,10,3.5,2.535584
2243,14,2,11,3.5,2.973836
2244,14,2,12,3.5,3.29324
2245,14,2,13,3.5,3.5
2246,14,2,14,3.5,3.5
2247,14,2,15,3.5,3.035736
2248,14,2,16,3.5,2.780708
2249,14,2,17,3.5,2.484826
2250,14,2,18,3.5,2.304078
2251,14,2,19,3.5,2.21618
2252,14,2,20,3.5,1.946296
2253,14,2,21,3.5,1.655366
2254,14,2,22,3.5,1.43895
2255,14,2,23,3.5,0.9381
2256,14,3,0,3.5,0.803504
2257,14,3,1,3.5,0.818792
2258,14,3,2,3.5,0.831896
2259,14,3,3,3.5,0.778024
2260,14,3,4,3.5,0.957
2261,14,3,5,3.5,1.167
2262,14,3,6,3.5,1.2405
2263,14,3,7,3.5,1.28775
2264,14,3,8,3.5,1.681364
2265,14,3,9,3.5,2.155518
2266,14,3,10,3.5,2.561582
2267,14,3,11,3.5,2.821562
2268,14,3,12,3.5,3.024594
2269,14,3,13,3.5,3.495034
2270,14,3,14,3.5,3.319238
2271,14,3,15,3.5,2.802992
2272,14,3,16,3.5,2.465018
2273,14,3,17,3.5,1.916584
2274,14,3,18,3.5,1.34235
2275,14,3,19,3.5,1.32345
2276,14,3,20,3.5,1.36335
2277,14,3,21,3.5,1.1817
2278,14,3,22,3.5,1.35915
2279,14,3,23,3.5,1.0179
2280,14,4,0,3.5,1.0011
2281,14,4,1,3.5,0.919256
2282,14,4,2,3.5,0.909064
2283,14,4,3,3.5,0.94125
2284,14,4,4,3.5,1.2405
2285,14,4,5,3.5,1.2405
2286,14,4,6,3.5,1.65908
2287,14,4,7,3.5,1.716028
2288,14,4,8,3.5,2.217418
2289,14,4,9,3.5,2.510824
2290,14,4,10,3.5,2.747282
2291,14,4,11,3.5,2.223608
2292,14,4,12,3.5,2.242178
2293,14,4,13,3.5,2.413022
2294,14,4,14,3.5,2.486064
2295,14,4,15,3.5,2.546726
2296,14,4,16,3.5,2.268176
2297,14,4,17,3.5,1.959914
2298,14,4,18,3.5,1.631844
2299,14,4,19,3.5,1.55385
2300,14,4,20,3.5,1.3014
2301,14,4,21,3.5,1.20165
2302,14,4,22,3.5,1.04625
2303,14,4,23,3.5,1.12185
2304,14,5,0,3.5,1.2321
2305,14,5,1,3.5,1.37805
2306,14,5,2,3.5,1.548898
2307,14,5,3,3.5,1.36755
2308,14,5,4,3.5,1.40535
2309,14,5,5,3.5,1.3917
2310,14,5,6,3.5,1.27095
2311,14,5,7,3.5,1.0977
2312,14,5,8,3.5,1.2951
2313,14,5,9,3.5,1.822496
2314,14,5,10,3.5,1.899252
2315,14,5,11,3.5,2.244654
2316,14,5,12,3.5,2.960218
2317,14,5,13,3.5,3.277146
2318,14,5,14,3.5,3.054306
2319,14,5,15,3.5,2.640814
2320,14,5,16,3.5,2.378358
2321,14,5,17,3.5,2.029242
2322,14,5,18,3.5,1.779166
2323,14,5,19,3.5,1.872016
2324,14,5,20,3.5,1.872016
2325,14,5,21,3.5,1.667746
2326,14,5,22,3.5,2.009434
2327,14,5,23,3.5,2.103522
2328,14,6,0,3.5,2.019338
2329,14,6,1,3.5,2.416736
2330,14,6,2,3.5,2.670526
2331,14,6,3,3.5,2.202562
2332,14,6,4,3.5,1.928964
2333,14,6,5,3.5,1.493188
2334,14,6,6,3.5,1.10715
2335,14,6,7,3.5,0.878488
2336,14,6,8,3.5,1.2048
2337,14,6,9,3.5,1.59099
2338,14,6,10,3.5,2.063906
2339,14,6,11,3.5,2.632148
2340,14,6,12,3.5,2.783184
2341,14,6,13,3.5,2.74852
2342,14,6,14,3.5,2.95898
2343,14,6,15,3.5,2.757186
2344,14,6,16,3.5,1.798974
2345,14,6,17,3.5,1.0914
2346,14,6,18,3.5,0.861744
2347,14,6,19,3.5,0.753272
2348,14,6,20,3.5,0.799864
2349,14,6,21,3.5,0.872664
2350,14,6,22,3.5,1.24995
2351,14,6,23,3.5,1.23
2352,15,0,0,3.5,1.14285
2353,15,0,1,3.5,1.15965
2354,15,0,2,3.5,1.1565
2355,15,0,3,3.5,0.77948
2356,15,0,4,3.5,0.686296
2357,15,0,5,3.5,0.543608
2358,15,0,6,3.5,0.446784
2359,15,0,7,3.5,0.470808
2360,15,0,8,3.5,0.85592
2361,15,0,9,3.5,1.790308
2362,15,0,10,3.5,1.790308
2363,15,0,11,3.5,1.827448
2364,15,0,12,3.5,2.274366
2365,15,0,13,3.5,2.462542
2366,15,0,14,3.5,2.242178
2367,15,0,15,3.5,1.953724
2368,15,0,16,3.5,1.3077
2369,15,0,17,3.5,0.788944
2370,15,0,18,3.5,0.72488
2371,15,0,19,3.5,0.94545
2372,15,0,20,3.5,0.923624
2373,15,0,21,3.5,0.804232
2374,15,0,22,3.5,0.780208
2375,15,0,23,3.5,0.91416
2376,15,1,0,3.5,0.916344
2377,15,1,1,3.5,0.926536
2378,15,1,2,3.5,1.1082
2379,15,1,3,3.5,1.1439
2380,15,1,4,3.5,1.1733
2381,15,1,5,3.5,0.9906
2382,15,1,6,3.5,0.9843
2383,15,1,7,3.5,0.9591
2384,15,1,8,3.5,1.06725
2385,15,1,9,3.5,1.38015
2386,15,1,10,3.5,1.790308
2387,15,1,11,3.5,1.78288
2388,15,1,12,3.5,2.046574
2389,15,1,13,3.5,2.138186
2390,15,1,14,3.5,2.177802
2391,15,1,15,3.5,1.998292
2392,15,1,16,3.5,1.88811
2393,15,1,17,3.5,1.607084
2394,15,1,18,3.5,1.4337
2395,15,1,19,3.5,1.1523
2396,15,1,20,3.5,0.745992
2397,15,1,21,3.5,0.734344
2398,15,1,22,3.5,0.931632
2399,15,1,23,3.5,1.11765
2400,15,2,0,3.5,0.9696
2401,15,2,1,3.5,1.0977
2402,15,2,2,3.5,1.27095
2403,15,2,3,3.5,1.0494
2404,15,2,4,3.5,0.98745
2405,15,2,5,3.5,0.918528
2406,15,2,6,3.5,0.911248
2407,15,2,7,3.5,0.898144
2408,15,2,8,3.5,1.104
2409,15,2,9,3.5,1.38435
2410,15,2,10,3.5,1.973532
2411,15,2,11,3.5,2.443972
2412,15,2,12,3.5,2.601198
2413,15,2,13,3.5,2.80423
2414,15,2,14,3.5,2.74233
2415,15,2,15,3.5,2.598722
2416,15,2,16,3.5,2.169136
2417,15,2,17,3.5,1.791546
2418,15,2,18,3.5,1.586038
2419,15,2,19,3.5,1.40535
2420,15,2,20,3.5,1.1922
2421,15,2,21,3.5,0.805688
2422,15,2,22,3.5,0.72488
2423,15,2,23,3.5,0.73216
2424,15,3,0,3.5,0.73216
2425,15,3,1,3.5,0.749632
2426,15,3,2,3.5,0.850096
2427,15,3,3,3.5,0.775112
2428,15,3,4,3.5,0.97065
2429,15,3,5,3.5,0.9486
2430,15,3,6,3.5,0.98325
2431,15,3,7,3.5,1.04625
2432,15,3,8,3.5,1.31295
2433,15,3,9,3.5,1.59099
2434,15,3,10,3.5,2.13571
2435,15,3,11,3.5,2.508348
2436,15,3,12,3.5,2.77328
2437,15,3,13,3.5,3.032022
2438,15,3,14,3.5,2.902032
2439,15,3,15,3.5,2.536822
2440,15,3,16,3.5,2.249606
2441,15,3,17,3.5,1.858398
2442,15,3,18,3.5,1.12185
2443,15,3,19,3.5,1.0368
2444,15,3,20,3.5,1.0704
2445,15,3,21,3.5,1.16385
2446,15,3,22,3.5,1.2699
2447,15,3,23,3.5,1.44315
2448,15,4,0,3.5,1.44
2449,15,4,1,3.5,1.573658
2450,15,4,2,3.5,1.526614
2451,15,4,3,3.5,1.0809
2452,15,4,4,3.5,0.922896
2453,15,4,5,3.5,0.834808
2454,15,4,6,3.5,0.804232
2455,15,4,7,3.5,1.26465
2456,15,4,8,3.5,1.4526
2457,15,4,9,3.5,1.2048
2458,15,4,10,3.5,1.586038
2459,15,4,11,3.5,2.551678
2460,15,4,12,3.5,3.05183
2461,15,4,13,3.5,2.963932
2462,15,4,14,3.5,2.82899
2463,15,4,15,3.5,2.763376
2464,15,4,16,3.5,2.413022
2465,15,4,17,3.5,1.786594
2466,15,4,18,3.5,1.30455
2467,15,4,19,3.5,1.0662
2468,15,4,20,3.5,0.897416
2469,15,4,21,3.5,0.849368
2470,15,4,22,3.5,0.880672
2471,15,4,23,3.5,0.833352
2472,15,5,0,3.5,0.796224
2473,15,5,1,3.5,0.82316
2474,15,5,2,3.5,0.772928
2475,15,5,3,3.5,0.671736
2476,15,5,4,3.5,0.722696
2477,15,5,5,3.5,0.705224
2478,15,5,6,3.5,0.742352
2479,15,5,7,3.5,0.82316
2480,15,5,8,3.5,0.95595
2481,15,5,9,3.5,1.3287
2482,15,5,10,3.5,1.96239
2483,15,5,11,3.5,2.640814
2484,15,5,12,3.5,2.90327
2485,15,5,13,3.5,3.383614
2486,15,5,14,3.5,3.365044
2487,15,5,15,3.5,2.93422
2488,15,5,16,3.5,2.322648
2489,15,5,17,3.5,1.766786
2490,15,5,18,3.5,1.571182
2491,15,5,19,3.5,1.562516
2492,15,5,20,3.5,1.607084
2493,15,5,21,3.5,1.512996
2494,15,5,22,3.5,1.52909
2495,15,5,23,3.5,1.32555
2496,15,6,0,3.5,1.25625
2497,15,6,1,3.5,1.0977
2498,15,6,2,3.5,1.1355
2499,15,6,3,3.5,0.911248
2500,15,6,4,3.5,1.0704
2501,15,6,5,3.5,1.10505
2502,15,6,6,3.5,1.17015
2503,15,6,7,3.5,1.26045
2504,15,6,8,3.5,1.722218
2505,15,6,9,3.5,2.219894
2506,15,6,10,3.5,2.700238
2507,15,6,11,3.5,2.947838
2508,15,6,12,3.5,3.16944
2509,15,6,13,3.5,3.363806
2510,15,6,14,3.5,3.332856
2511,15,6,15,3.5,3.081542
2512,15,6,16,3.5,3.277146
2513,15,6,17,3.5,2.687858
2514,15,6,18,3.5,2.29046
2515,15,6,19,3.5,2.176564
2516,15,6,20,3.5,2.063906
2517,15,6,21,3.5,1.579848
2518,15,6,22,3.5,1.42635
2519,15,6,23,3.5,1.42215
2520,16,0,0,3.5,1.3959
2521,16,0,1,3.5,1.45785
2522,16,0,2,3.5,1.52909
2523,16,0,3,3.5,1.3014
2524,16,0,4,3.5,1.574896
2525,16,0,5,3.5,1.57861
2526,16,0,6,3.5,1.520424
2527,16,0,7,3.5,1.709838
2528,16,0,8,3.5,2.341218
2529,16,0,9,3.5,2.778232
2530,16,0,10,3.5,3.041926
2531,16,0,11,3.5,3.414564
2532,16,0,12,3.5,3.244958
2533,16,0,13,3.5,3.154584
2534,16,0,14,3.5,2.80423
2535,16,0,15,3.5,2.299126
2536,16,0,16,3.5,1.744502
2537,16,0,17,3.5,1.2846
2538,16,0,18,3.5,0.909064
2539,16,0,19,3.5,0.789672
2540,16,0,20,3.5,0.9423
2541,16,0,21,3.5,0.9906
2542,16,0,22,3.5,1.15335
2543,16,0,23,3.5,1.45995
2544,16,1,0,3.5,1.32975
2545,16,1,1,3.5,1.37385
2546,16,1,2,3.5,1.42215
2547,16,1,3,3.5,1.21635
2548,16,1,4,3.5,1.23945
2549,16,1,5,3.5,1.21635
2550,16,1,6,3.5,1.22895
2551,16,1,7,3.5,1.20795
2552,16,1,8,3.5,1.1565
2553,16,1,9,3.5,1.45785
2554,16,1,10,3.5,1.80145
2555,16,1,11,3.5,1.917822
2556,16,1,12,3.5,1.994578
2557,16,1,13,3.5,2.16047
2558,16,1,14,3.5,2.193896
2559,16,1,15,3.5,1.86335
2560,16,1,16,3.5,1.33185
2561,16,1,17,3.5,1.0935
2562,16,1,18,3.5,0.854464
2563,16,1,19,3.5,0.791128
2564,16,1,20,3.5,0.796952
2565,16,1,21,3.5,0.693576
2566,16,1,22,3.5,0.904696
2567,16,1,23,3.5,0.99375
2568,16,2,0,3.5,1.07985
2569,16,2,1,3.5,1.20795
2570,16,2,2,3.5,1.26465
2571,16,2,3,3.5,1.0494
2572,16,2,4,3.5,1.0599
2573,16,2,5,3.5,0.894504
2574,16,2,6,3.5,0.766376
2575,16,2,7,3.5,0.796952
2576,16,2,8,3.5,0.741624
2577,16,2,9,3.5,1.08405
2578,16,2,10,3.5,1.717266
2579,16,2,11,3.5,2.161708
2580,16,2,12,3.5,2.473684
2581,16,2,13,3.5,2.91565
2582,16,2,14,3.5,2.988692
2583,16,2,15,3.5,2.763376
2584,16,2,16,3.5,2.385786
2585,16,2,17,3.5,2.015624
2586,16,2,18,3.5,1.650414
2587,16,2,19,3.5,1.512996
2588,16,2,20,3.5,1.32555
2589,16,2,21,3.5,1.21215
2590,16,2,22,3.5,0.913432
2591,16,2,23,3.5,1.1439
2592,16,3,0,3.5,1.1838
2593,16,3,1,3.5,1.3644
2594,16,3,2,3.5,1.49195
2595,16,3,3,3.5,1.0935
2596,16,3,4,3.5,1.01055
2597,16,3,5,3.5,1.20585
2598,16,3,6,3.5,1.2426
2599,16,3,7,3.5,1.45785
2600,16,3,8,3.5,1.843542
2601,16,3,9,3.5,2.176564
2602,16,3,10,3.5,2.63091
2603,16,3,11,3.5,2.817848
2604,16,3,12,3.5,3.266004
2605,16,3,13,3.5,3.5
2606,16,3,14,3.5,3.449228
2607,16,3,15,3.5,2.957742
2608,16,3,16,3.5,2.89708
2609,16,3,17,3.5,2.276842
2610,16,3,18,3.5,1.80764
2611,16,3,19,3.5,1.582324
2612,16,3,20,3.5,1.4505
2613,16,3,21,3.5,1.2405
2614,16,3,22,3.5,1.2426
2615,16,3,23,3.5,1.02525
2616,16,4,0,3.5,0.99795
2617,16,4,1,3.5,1.09455
2618,16,4,2,3.5,1.1208
2619,16,4,3,3.5,0.95595
2620,16,4,4,3.5,0.86684
2621,16,4,5,3.5,0.716144
2622,16,4,6,3.5,0.720512
2623,16,4,7,3.5,0.74672
2624,16,4,8,3.5,1.06305
2625,16,4,9,3.5,1.36755
2626,16,4,10,3.5,1.766786
2627,16,4,11,3.5,2.206276
2628,16,4,12,3.5,2.323886
2629,16,4,13,3.5,2.551678
2630,16,4,14,3.5,2.540536
2631,16,4,15,3.5,2.153042
2632,16,4,16,3.5,2.112188
2633,16,4,17,3.5,1.895538
2634,16,4,18,3.5,1.737074
2635,16,4,19,3.5,1.86335
2636,16,4,20,3.5,2.107236
2637,16,4,21,3.5,1.748216
2638,16,4,22,3.5,1.87573
2639,16,4,23,3.5,1.36335
2640,16,5,0,3.5,1.32555
2641,16,5,1,3.5,1.26465
2642,16,5,2,3.5,1.3119
2643,16,5,3,3.5,0.97275
2644,16,5,4,3.5,1.10925
2645,16,5,5,3.5,0.98745
2646,16,5,6,3.5,1.20795
2647,16,5,7,3.5,1.17015
2648,16,5,8,3.5,1.534042
2649,16,5,9,3.5,1.957438
2650,16,5,10,3.5,2.133234
2651,16,5,11,3.5,2.200086
2652,16,5,12,3.5,2.421688
2653,16,5,13,3.5,2.198848
2654,16,5,14,3.5,1.82621
2655,16,5,15,3.5,1.558802
2656,16,5,16,3.5,1.419
2657,16,5,17,3.5,1.29195
2658,16,5,18,3.5,1.16385
2659,16,5,19,3.5,1.08825
2660,16,5,20,3.5,1.19745
2661,16,5,21,3.5,1.1628
2662,16,5,22,3.5,1.20165
2663,16,5,23,3.5,1.4442
2664,16,6,0,3.5,1.886872
2665,16,6,1,3.5,2.540536
2666,16,6,2,3.5,2.71138
2667,16,6,3,3.5,2.268176
2668,16,6,4,3.5,2.20999
2669,16,6,5,3.5,1.99334
2670,16,6,6,3.5,1.927726
2671,16,6,7,3.5,1.512996
2672,16,6,8,3.5,1.815068
2673,16,6,9,3.5,2.000768
2674,16,6,10,3.5,2.337504
2675,16,6,11,3.5,2.49473
2676,16,6,12,3.5,2.460066
2677,16,6,13,3.5,2.297888
2678,16,6,14,3.5,1.990864
2679,16,6,15,3.5,2.200086
2680,16,6,16,3.5,2.504634
2681,16,6,17,3.5,2.233512
2682,16,6,18,3.5,2.082476
2683,16,6,19,3.5,2.379596
2684,16,6,20,3.5,2.347408
2685,16,6,21,3.5,1.895538
2686,16,6,22,3.5,2.16047
2687,16,6,23,3.5,2.071334
2688,17,0,0,3.5,2.089904
2689,17,0,1,3.5,2.305316
2690,17,0,2,3.5,2.404356
2691,17,0,3,3.5,2.089904
2692,17,0,4,3.5,1.90049
2693,17,0,5,3.5,1.3014
2694,17,0,6,3.5,1.2153
2695,17,0,7,3.5,0.868296
2696,17,0,8,3.5,0.9381
2697,17,0,9,3.5,1.23945
2698,17,0,10,3.5,1.550136
2699,17,0,11,3.5,2.021814
2700,17,0,12,3.5,2.09238
2701,17,0,13,3.5,2.162946
2702,17,0,14,3.5,2.076286
2703,17,0,15,3.5,1.92525
2704,17,0,16,3.5,1.63432
2705,17,0,17,3.5,1.64051
2706,17,0,18,3.5,1.419
2707,17,0,19,3.5,1.3959
2708,17,0,20,3.5,1.27095
2709,17,0,21,3.5,1.20585
2710,17,0,22,3.5,1.0809
2711,17,0,23,3.5,0.885768
2712,17,1,0,3.5,0.765648
2713,17,1,1,3.5,0.74672
2714,17,1,2,3.5,0.657904
2715,17,1,3,3.5,0.49192
2716,17,1,4,3.5,0.722696
2717,17,1,5,3.5,0.92872
2718,17,1,6,3.5,0.92144
2719,17,1,7,3.5,1.0746
2720,17,1,8,3.5,1.34655
2721,17,1,9,3.5,1.623178
2722,17,1,10,3.5,2.276842
2723,17,1,11,3.5,2.608626
2724,17,1,12,3.5,2.42664
2725,17,1,13,3.5,2.442734
2726,17,1,14,3.5,2.341218
2727,17,1,15,3.5,2.006958
2728,17,1,16,3.5,1.781642
2729,17,1,17,3.5,1.335
2730,17,1,18,3.5,1.24365
2731,17,1,19,3.5,1.1145
2732,17,1,20,3.5,1.05885
2733,17,1,21,3.5,0.925808
2734,17,1,22,3.5,1.1439
2735,17,1,23,3.5,1.2258
2736,17,2,0,3.5,1.32345
2737,17,2,1,3.5,1.46719
2738,17,2,2,3.5,1.608322
2739,17,2,3,3.5,1.4043
2740,17,2,4,3.5,1.36335
2741,17,2,5,3.5,1.19535
2742,17,2,6,3.5,1.02525
2743,17,2,7,3.5,1.2321
2744,17,2,8,3.5,1.37385
2745,17,2,9,3.5,1.988388
2746,17,2,10,3.5,2.396928
2747,17,2,11,3.5,2.499682
2748,17,2,12,3.5,2.63091
2749,17,2,13,3.5,2.78566
2750,17,2,14,3.5,3.017166
2751,17,2,15,3.5,2.899556
2752,17,2,16,3.5,2.497206
2753,17,2,17,3.5,2.047812
2754,17,2,18,3.5,1.676412
2755,17,2,19,3.5,1.66527
2756,17,2,20,3.5,1.83859
2757,17,2,21,3.5,1.74574
2758,17,2,22,3.5,1.618226
2759,17,2,23,3.5,1.525376
2760,17,3,0,3.5,1.37805
2761,17,3,1,3.5,1.3644
2762,17,3,2,3.5,1.34025
2763,17,3,3,3.5,1.0326
2764,17,3,4,3.5,1.01475
2765,17,3,5,3.5,1.00845
2766,17,3,6,3.5,1.3119
2767,17,3,7,3.5,1.44
2768,17,3,8,3.5,1.848494
2769,17,3,9,3.5,2.176564
2770,17,3,10,3.5,2.066382
2771,17,3,11,3.5,2.367216
2772,17,3,12,3.5,2.306554
2773,17,3,13,3.5,2.557868
2774,17,3,14,3.5,3.22515
2775,17,3,15,3.5,3.235054
2776,17,3,16,3.5,2.763376
2777,17,3,17,3.5,2.275604
2778,17,3,18,3.5,1.508044
2779,17,3,19,3.5,1.14285
2780,17,3,20,3.5,1.13235
2781,17,3,21,3.5,1.19115
2782,17,3,22,3.5,1.2321
2783,17,3,23,3.5,1.00425
2784,17,4,0,3.5,1.0221
2785,17,4,1,3.5,1.02525
2786,17,4,2,3.5,0.96225
2787,17,4,3,3.5,0.845
2788,17,4,4,3.5,0.94335
2789,17,4,5,3.5,0.92144
2790,17,4,6,3.5,1.26675
2791,17,4,7,3.5,1.209
2792,17,4,8,3.5,1.928964
2793,17,4,9,3.5,2.706428
2794,17,4,10,3.5,2.95898
2795,17,4,11,3.5,3.168202
2796,17,4,12,3.5,3.5
2797,17,4,13,3.5,3.5
2798,17,4,14,3.5,3.100112
2799,17,4,15,3.5,2.406832
2800,17,4,16,3.5,1.972294
2801,17,4,17,3.5,1.749454
2802,17,4,18,3.5,1.4442
2803,17,4,19,3.5,1.551374
2804,17,4,20,3.5,1.43265
2805,17,4,21,3.5,1.30875
2806,17,4,22,3.5,1.3161
2807,17,4,23,3.5,1.17015
2808,17,5,0,3.5,1.3497
2809,17,5,1,3.5,1.574896
2810,17,5,2,3.5,1.774214
2811,17,5,3,3.5,1.47957
2812,17,5,4,3.5,1.598418
2813,17,5,5,3.5,1.3497
2814,17,5,6,3.5,1.557564
2815,17,5,7,3.5,1.3434
2816,17,5,8,3.5,1.569944
2817,17,5,9,3.5,1.839828
2818,17,5,10,3.5,2.019338
2819,17,5,11,3.5,2.057716
2820,17,5,12,3.5,2.088666
2821,17,5,13,3.5,2.162946
2822,17,5,14,3.5,2.03048
2823,17,5,15,3.5,1.712314
2824,17,5,16,3.5,1.3707
2825,17,5,17,3.5,1.16385
2826,17,5,18,3.5,1.3014
2827,17,5,19,3.5,1.32975
2828,17,5,20,3.5,1.3077
2829,17,5,21,3.5,1.34025
2830,17,5,22,3.5,1.0368
2831,17,5,23,3.5,1.3707
2832,17,6,0,3.5,1.4568
2833,17,6,1,3.5,1.765548
2834,17,6,2,3.5,2.019338
2835,17,6,3,3.5,1.719742
2836,17,6,4,3.5,1.35285
2837,17,6,5,3.5,0.911976
2838,17,6,6,3.5,0.818064
2839,17,6,7,3.5,1.464714
2840,17,6,8,3.5,1.86335
2841,17,6,9,3.5,1.891824
2842,17,6,10,3.5,2.325124
2843,17,6,11,3.5,2.838894
2844,17,6,12,3.5,2.666812
2845,17,6,13,3.5,2.486064
2846,17,6,14,3.5,2.22856
2847,17,6,15,3.5,1.79526
2848,17,6,16,3.5,1.3392
2849,17,6,17,3.5,0.9738
2850,17,6,18,3.5,0.811512
2851,17,6,19,3.5,0.872664
2852,17,6,20,3.5,1.42215
2853,17,6,21,3.5,1.2972
2854,17,6,22,3.5,2.16047
